Number Of Executions, Total Milliseconds,  Milliseconds per execution, Type
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Dagger (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,EasyMock (embedded)).as(default)"
     1,      3,     3.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.CssFileModel).as(default)
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Tomcat (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Demoiselle JTA (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Shiro (embedded)).as(default)"
     1,    156,   156.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.5.html)"
     1,     17,    17.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(fileName,EQUALS,pom.xml).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,RandomizedTesting Runner (embedded)).as(default)"
     1,    115,   115.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.33.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JDBC (embedded)).as(default)"
     1,     93,    93.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Cpae_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Drools (embedded)).as(default)"
     1,    122,   122.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.57.html)"
     1,      6,     6.00, Query.fromType(org.jboss.windup.graph.model.ArchiveModel).gremlin()org.jboss.windup.config.query.Query$1@76713c37.as(default)
     1,    108,   108.00, "FreeMarkerIterationOperation.render(/reports/templates/ignored_files.ftl, ignoredfiles_AdministracionEfectivo_EAR_module.html)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.RemoteServiceModel).as(default)
     1,     98,    98.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CuentaMayorGridMB_java.html)"
     1,    118,   118.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.46.html)"
     1,      0,     0.00, GraphService.findAllByProperty(JNDI_LOCATION)
     1,      7,     7.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,datasources).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Polyforms DI (embedded)).as(default)"
     1,    384,   384.00, Query.fromType(org.jboss.windup.graph.model.resource.FileModel).as(default)
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,BootsFaces (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MapR (embedded)).as(default)"
     1,    119,   119.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.93.html)"
     1,    147,   147.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoContratoBOImplBean_java.html)"
134128,    580,     0.00, TypeInterestFactory.matchesAny(text)
     1,      8,     8.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,orion-ejb-jar).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MEJB).as(default)"
     1,     50,    50.00, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbSessionBeanModel).gremlin().has(sessionType,EQUALS,Singleton).as(default)"
   138,      0,     0.00, getEffortDescriptionForPoints
   334,      0,     0.00, fileModelToSourceReport
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,KouInject (embedded)).as(default)"
     1,      1,     1.00, sortApplicationsList
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Cucumber (embedded)).as(default)"
     1,    119,   119.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Comprobante_java.html)"
     1,    149,   149.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Estructura_java.html)"
     1,    104,   104.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.7.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WF Core JTA (embedded)).as(default)"
     1,    233,   233.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, persistence_xml.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MySQL Driver).as(default)"
     1,    111,   111.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.16.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Scaldi (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Winter (embedded)).as(default)"
     1,      0,     0.00, Query.as(b9a31738-67e0-45c7-a0fc-baef0cbbf463)
     1,    104,   104.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.47.html)"
     1,    307,   307.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DetalleInterfaceProcesadora_java.html)"
     1,      8,     8.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,ejb-jar).has(fileName,EQUALS,jboss-ejb3.xml).as(default)"
     2,     20,    10.00, getNumberOfLibraries
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Sticky Configured (embedded)).as(default)"
     1,     21,    21.00, Query.as(07468be0-5221-4b96-9892-b276cc994388)
     1,    137,   137.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TipoDeError_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JayWire (embedded)).as(default)"
     1,     94,    94.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.32.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OpenSAML (embedded)).as(default)"
     1,    110,   110.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ContratoGridMB_java.html)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Unitils (embedded)).as(default)"
     1,     73,    73.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoSubBovedaBOImplBean_java.html)"
     1,     91,    91.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.83.html)"
   139,    560,     4.03, Classification.performParameterized
     1,    139,   139.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TipoDeOperacionPK_java.html)"
     1,     52,    52.00, "FreeMarkerIterationOperation.render(/reports/templates/jboss/jboss-web.ftl, AdministracionEfectivo_EAR_module/AdministracionEfectivo_Web_module/jboss-web.xml)"
     1,    123,   123.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoEtvDAOImplBeanLocal_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Injekt for Kotlin (embedded)).as(default)"
     1,    108,   108.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.60.html)"
     1,     90,    90.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.23.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Avalon Logkit (embedded)).as(default)"
     1,    129,   129.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, InicioFinTurnoGridMB_java.html)"
     1,    134,   134.00, "FreeMarkerIterationOperation.render(/reports/templates/windupfreemarkerfunctions.ftl, windup_freemarkerfunctions.html)"
     1,   1622,  1622.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, EnvasePK_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Unirest (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Grapht DI (embedded)).as(default)"
     1,     81,    81.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.105.html)"
     1,    110,   110.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.1.html)"
     1,     79,    79.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AsignarTurnosDAOImplBeanLocal_java.html)"
     1,    116,   116.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.97.html)"
     1,     84,    84.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, EtvIdnNombreDTODAOImplBeanLocal_java.html)"
     1,    161,   161.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Corte_java.html)"
     1,    124,   124.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ComprobantePK_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Mixer (embedded)).as(default)"
     1,    110,   110.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AtmPK_java.html)"
     1,    160,   160.00, "FreeMarkerIterationOperation.render(/reports/templates/report_index.ftl, report_index_1111_1_0_SNAPSHOT_ear.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Common Annotations).as(default)"
     1,    106,   106.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, GlobalReportAbstract_java.html)"
     1,     94,    94.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoCpaeDAOImplBeanLocal_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Vaadin (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Java EE Batch).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Specsy (embedded)).as(default)"
     1,    111,   111.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ComprobanteDeDotacion_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Evo JTA (embedded)).as(default)"
     1,    125,   125.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoEmpleadoBOImplBean_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Ka DI (embedded)).as(default)"
     2,   4631,  2315.50, org.jboss.windup.graph.GraphContextFactory.create(Path)
    54,      0,     0.00, getClassificationForFile
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring MVC (embedded)).as(default)"
     1,    122,   122.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.81.html)"
     1,     83,    83.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, BancoGridMB_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Webmacro (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Oracle ADF (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hibernate Cfg).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.HibernateConfigurationFileModel).as(default)
     1,    261,   261.00, "FreeMarkerIterationOperation.render(/reports/templates/dependency_report.ftl, dependency_report_AdministracionEfectivo_EAR_module.html)"
     1,     70,    70.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.8.html)"
     1,      1,     1.00, Query.fromType(org.jboss.windup.reporting.model.ApplicationReportModel).as(default)
     1,    107,   107.00, "FreeMarkerIterationOperation.render(/reports/templates/ignored_files.ftl, ignoredfiles_1111_1_0_SNAPSHOT_ear.html)"
